time,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,target_x,target_y,target_theta,leg_l,leg_r,human_moving,human_sitting,human_detected
1768496101.861,1.36,5.81,-0.02,4.70,6.42,0.18,4.83,5.28,0.11,7.12,6.68,1,0,1
1768496102.361,1.36,5.81,-0.06,4.74,6.12,0.09,4.83,5.28,0.11,7.12,6.68,1,0,1
1768496102.861,1.38,5.81,-0.11,4.74,6.11,0.09,4.83,5.28,0.11,7.12,6.59,0,0,1
1768496103.361,1.42,5.81,-0.13,4.73,6.13,0.09,4.83,5.28,0.11,6.33,5.54,0,0,1
1768496103.861,1.49,5.80,-0.15,4.59,6.34,0.17,4.83,5.28,0.11,6.42,5.89,1,0,1
1768496104.361,1.54,5.79,-0.14,4.59,6.34,0.18,4.83,5.28,0.11,6.50,5.89,0,0,1
1768496104.861,1.67,5.77,-0.15,4.61,6.24,0.16,4.83,5.28,0.11,6.59,5.98,0,0,1
1768496105.361,1.76,5.76,-0.16,4.60,6.35,0.20,4.83,5.28,0.11,6.59,5.98,1,0,1
1768496105.861,1.94,5.73,-0.15,4.68,6.25,0.19,4.83,5.28,0.11,6.59,5.98,0,0,1
1768496106.361,2.09,5.71,-0.16,4.69,6.16,0.17,4.83,5.28,0.11,6.68,6.15,0,0,1
1768496106.861,2.32,5.68,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.68,6.15,0,0,1
1768496107.361,2.47,5.66,-0.15,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496107.861,2.68,5.62,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496108.361,2.83,5.60,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496108.861,3.07,5.56,-0.15,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.24,0,0,0
1768496109.361,3.23,5.54,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.24,0,0,0
1768496109.861,3.48,5.50,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496110.361,3.63,5.48,-0.15,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.15,0,0,0
1768496110.861,3.80,5.46,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.15,0,0,0
1768496111.361,3.89,5.44,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.15,0,0,0
1768496111.861,4.03,5.42,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496112.361,4.13,5.41,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.15,0,0,0
1768496112.861,4.26,5.39,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.77,6.15,0,0,0
1768496113.361,4.34,5.37,-0.16,4.73,6.12,0.18,4.83,5.28,0.11,6.86,6.15,0,0,0
1768496113.861,4.46,5.36,-0.17,6.53,4.73,-0.29,4.83,5.28,0.11,6.86,6.24,1,0,1
1768496114.361,4.53,5.35,-0.17,6.37,4.87,-0.25,6.15,4.00,-0.25,6.86,6.24,1,0,1
1768496114.861,4.65,5.32,-0.16,6.37,4.88,-0.25,6.15,4.00,-0.25,6.86,6.15,0,0,1
1768496115.361,4.73,5.31,-0.16,6.40,4.87,-0.26,6.15,4.00,-0.25,6.86,6.15,0,0,1
1768496115.861,4.72,5.31,-0.16,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,1
1768496116.361,4.72,5.31,-0.29,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,0
1768496116.861,4.72,5.31,-0.57,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,0
1768496117.361,4.71,5.31,-0.64,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,0
1768496117.861,4.71,5.31,-0.72,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.15,0,0,0
1768496118.361,4.72,5.30,-0.76,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,0
1768496118.861,4.76,5.27,-0.79,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.24,0,0,0
1768496119.361,4.79,5.23,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,6.86,6.50,0,0,0
1768496119.861,4.86,5.16,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,7.38,18.02,0,0,0
1768496120.361,4.86,5.16,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,7.12,18.02,0,0,0
1768496120.861,5.02,5.00,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,1.05,10.37,0,0,0
1768496121.361,5.02,5.00,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,2.37,15.29,0,0,0
1768496121.861,5.02,5.00,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,12.74,14.50,0,0,0
1768496122.361,5.02,5.00,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,17.31,9.40,0,0,0
1768496122.861,5.02,5.00,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,16.70,9.14,0,0,0
1768496123.361,5.41,4.60,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,16.79,9.32,0,0,0
1768496123.861,5.41,4.60,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,14.94,8.35,0,0,0
1768496124.361,5.41,4.60,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,15.91,8.88,0,0,0
1768496124.861,5.60,4.39,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,15.03,9.23,0,0,0
1768496125.361,5.60,4.39,-0.82,6.38,4.88,-0.26,6.15,4.00,-0.25,15.03,9.23,0,0,0
1768496125.861,5.62,4.37,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,14.94,9.23,0,0,0
1768496126.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,14.94,9.14,0,0,0
1768496126.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,14.94,9.23,0,0,0
1768496127.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,14.94,9.14,0,0,0
1768496127.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496128.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496128.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496129.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.12,9.23,0,0,0
1768496129.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496130.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496130.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496131.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.23,0,0,0
1768496131.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496132.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496132.862,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496133.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496133.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496134.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.21,9.32,0,0,0
1768496134.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.29,9.32,0,0,0
1768496135.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.29,9.32,0,0,0
1768496135.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496136.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496136.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496137.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496137.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496138.361,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496138.861,5.62,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496139.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496139.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496140.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496140.861,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
1768496141.361,5.63,4.36,-0.80,6.38,4.88,-0.26,6.15,4.00,-0.25,15.47,9.32,0,0,0
